tingkat setelah parent,parent,similarity
3,dumai,"[('tanjungpinang', 0.7652822732925415), ('pekanbaru', 0.721121072769165), ('bengkalis', 0.7048161625862122), ('tembilahan', 0.7032662630081177), ('batam', 0.703189492225647), ('tual', 0.6967683434486389), ('rengat', 0.6945074200630188), ('prabumulih', 0.6942572593688965), ('binjai', 0.669740617275238), ('pangkalpinang', 0.668829083442688)]"
3,medan,"[('palembang', 0.6258466839790344), ('binjai', 0.571160614490509), ('surabaya', 0.5638763308525085), ('makassar', 0.5459562540054321), ('padang', 0.5195876359939575), ('pekanbaru', 0.5084707736968994), ('deli', 0.5064871907234192), ('banjarmasin', 0.4915895164012909), ('semarang', 0.49130570888519287), ('manado', 0.49024417996406555)]"
3,bandung,"[('bogor', 0.7604233622550964), ('malang', 0.688808023929596), ('tasikmalaya', 0.6824036836624146), ('cimahi', 0.6755126714706421), ('purwakarta', 0.6576993465423584), ('cianjur', 0.6559134721755981), ('sukabumi', 0.6496258974075317), ('surabaya', 0.6485385298728943), ('jakarta', 0.6456542611122131), ('semarang', 0.6368221044540405)]"
3,sukabumi,"[('cianjur', 0.7903582453727722), ('tasikmalaya', 0.7710089683532715), ('bogor', 0.7495936155319214), ('garut', 0.7396083474159241), ('purwakarta', 0.7260526418685913), ('majalaya', 0.7102686166763306), ('cibadak', 0.7003998756408691), ('cimahi', 0.6956406831741333), ('cipanas', 0.6795938014984131), ('cisarua', 0.6728577017784119)]"
3,bekasi,"[('ciputat', 0.750861406326294), ('depok', 0.75013267993927), ('bogor', 0.7307212352752686), ('tangerang', 0.7194622755050659), ('cikarang', 0.6976995468139648), ('karawang', 0.6808739900588989), ('cakung', 0.6527759432792664), ('cileungsi', 0.6468222141265869), ('cibubur', 0.6369040608406067), ('pamulang', 0.6348360180854797)]"
3,cianjur,"[('garut', 0.8320609331130981), ('sukabumi', 0.7903581857681274), ('tasikmalaya', 0.7845208644866943), ('purwakarta', 0.7728084921836853), ('ciamis', 0.7714739441871643), ('sumedang', 0.7637450695037842), ('majalengka', 0.7511988878250122), ('majalaya', 0.7280388474464417), ('sukapura', 0.7207364439964294), ('bogor', 0.7137830853462219)]"
3,depok,"[('bekasi', 0.7501325607299805), ('bogor', 0.6908438205718994), ('cimahi', 0.6578271389007568), ('tangerang', 0.6321688890457153), ('cilegon', 0.631739616394043), ('bandung', 0.6315338611602783), ('ciputat', 0.6275485157966614), ('tegal', 0.595329999923706), ('tasikmalaya', 0.589453935623169), ('cileungsi', 0.5847452282905579)]"
3,cimahi,"[('tasikmalaya', 0.7298651337623596), ('sukabumi', 0.6956406831741333), ('bandung', 0.6755127310752869), ('batujajar', 0.6710490584373474), ('purwakarta', 0.6675536632537842), ('bogor', 0.6668136715888977), ('magelang', 0.6619254350662231), ('depok', 0.6578271985054016), ('soreang', 0.6571242809295654), ('dayeuhkolot', 0.6538770198822021)]"
3,karawang,"[('purwakarta', 0.7299839854240417), ('subang', 0.724094569683075), ('garut', 0.7088522911071777), ('cianjur', 0.7060446739196777), ('bekasi', 0.6808741092681885), ('tasikmalaya', 0.6708128452301025), ('bogor', 0.6627344489097595), ('ciamis', 0.6591928601264954), ('majalengka', 0.6561384201049805), ('indramayu', 0.6521814465522766)]"
3,garut,"[('cianjur', 0.8320610523223877), ('tasikmalaya', 0.7935009598731995), ('ciamis', 0.7789149284362793), ('majalengka', 0.7565197348594666), ('sumedang', 0.7427525520324707), ('indramayu', 0.740864634513855), ('purwakarta', 0.7408191561698914), ('sukabumi', 0.7396082878112793), ('pangandaran', 0.7150905132293701), ('subang', 0.7105082273483276)]"
3,tasikmalaya,"[('garut', 0.7935009002685547), ('purwakarta', 0.7895569801330566), ('cianjur', 0.7845209240913391), ('sukabumi', 0.7710090279579163), ('ciamis', 0.7674336433410645), ('majalengka', 0.7401385307312012), ('cimahi', 0.7298651933670044), ('sukapura', 0.7002620100975037), ('pangandaran', 0.6973034143447876), ('sumedang', 0.6970751285552979)]"
