,tingkat setelah parent,parent,similarity
2375,5,niskala,"[('kancana', 0.8203370571136475), ('wastu', 0.7693287134170532), ('dyah', 0.7463963627815247), ('bhatara', 0.7352146506309509), ('batari', 0.7341841459274292), ('rahyang', 0.7330499887466431), ('betara', 0.7264930009841919), ('danu', 0.7214412689208984), ('rahiyang', 0.7195480465888977), ('rakeyan', 0.714574933052063)]"
2376,5,teja,"[('atmaja', 0.7453854084014893), ('sundari', 0.726202666759491), ('danu', 0.7197794318199158), ('kusumah', 0.7099142670631409), ('endi', 0.7095887064933777), ('cahyani', 0.7053425908088684), ('sekar', 0.6997120976448059), ('murti', 0.6989136338233948), ('cahya', 0.6986427307128906), ('ngr', 0.6984597444534302)]"
2377,5,darjah,"[('pingat', 0.6943380832672119), ('dato', 0.6794102191925049), ('paduka', 0.6577879786491394), ('diraja', 0.6486219763755798), ('datin', 0.5854770541191101), ('perlis', 0.5606521964073181), ('pahang', 0.5591052770614624), ('spts', 0.5567454099655151), ('bolkiah', 0.5548545122146606), ('indera', 0.5518966913223267)]"
2378,5,laya,"[('munding', 0.7267048358917236), ('teleng', 0.7256449460983276), ('hurip', 0.700722873210907), ('Å›ri', 0.6975528597831726), ('mring', 0.69622802734375), ('danu', 0.6910920739173889), ('wonten', 0.6904118657112122), ('bethara', 0.687484085559845), ('niskala', 0.6863177418708801), ('betara', 0.6851143836975098)]"
2391,5,buana,"[('persada', 0.7479878664016724), ('paramita', 0.7187437415122986), ('kencana', 0.6835298538208008), ('widya', 0.6621076464653015), ('dahana', 0.6490092277526855), ('melanglang', 0.6488075256347656), ('bhuana', 0.644085168838501), ('mulya', 0.6430648565292358), ('mercu', 0.637791097164154), ('darma', 0.637405514717102)]"
2393,5,graha,"[('griya', 0.7425165176391602), ('artha', 0.7247953414916992), ('persada', 0.7206002473831177), ('krida', 0.6782957315444946), ('wisma', 0.6772966980934143), ('husada', 0.6717072129249573), ('grha', 0.6649184823036194), ('kencana', 0.6640453338623047), ('epicentrum', 0.6498508453369141), ('medika', 0.6453158855438232)]"
2395,5,bahana,"[('persada', 0.7156398296356201), ('swara', 0.685141384601593), ('gema', 0.6812223196029663), ('caraka', 0.6420918703079224), ('swadesi', 0.6338881850242615), ('teruna', 0.6240919828414917), ('artha', 0.6234984993934631), ('eka', 0.6150153279304504), ('wirjawan', 0.6138103604316711), ('puradiredja', 0.6094626784324646)]"
2399,5,kencana,"[('manggala', 0.7140635251998901), ('persada', 0.6929752826690674), ('loka', 0.6925877332687378), ('kerta', 0.6908954381942749), ('husada', 0.6869871616363525), ('wungu', 0.6841556429862976), ('buana', 0.6835297346115112), ('mulya', 0.6721587181091309), ('griya', 0.6642379760742188), ('graha', 0.6640452742576599)]"
2400,5,caraka,"[('pradnya', 0.7092181444168091), ('persada', 0.6773229837417603), ('artha', 0.6556433439254761), ('bahana', 0.6420918703079224), ('sundanologi', 0.6416265964508057), ('husada', 0.6407215595245361), ('widya', 0.6322791576385498), ('swara', 0.631984293460846), ('nugraha', 0.6207829117774963), ('buana', 0.6194579601287842)]"
2414,5,amik,"[('stmik', 0.8721596598625183), ('stie', 0.8185412287712097), ('stkip', 0.7843790650367737), ('stikes', 0.7635818719863892), ('stisip', 0.7478395104408264), ('stikom', 0.7296816110610962), ('stt', 0.7207498550415039), ('stimik', 0.7178031206130981), ('akbid', 0.7049736380577087), ('akper', 0.7025682926177979)]"
2418,5,stisip,"[('stkip', 0.7885591387748718), ('smks', 0.7791445851325989), ('stikes', 0.7720991373062134), ('amik', 0.7478396892547607), ('akbid', 0.7461758255958557), ('stie', 0.7227328419685364), ('yuppentek', 0.7223728895187378), ('stimik', 0.7186068892478943), ('muhammdiyah', 0.7177252769470215), ('uninus', 0.7150290608406067)]"
2441,5,ully,"[('tyas', 0.8361460566520691), ('novia', 0.7995336055755615), ('anggraeni', 0.7995011806488037), ('artha', 0.7951276302337646), ('diah', 0.7947567105293274), ('widjaja', 0.7889438271522522), ('astri', 0.787501335144043), ('widjaya', 0.7850750088691711), ('karlina', 0.7832503914833069), ('winda', 0.7802090048789978)]"
2446,5,widjaja,"[('widjaya', 0.8228904604911804), ('anggraeni', 0.8220003247261047), ('astri', 0.819485068321228), ('agustina', 0.8192052245140076), ('wibisono', 0.8140432238578796), ('yulianti', 0.8137041926383972), ('diah', 0.8133881092071533), ('suwandi', 0.8112756013870239), ('rully', 0.8106594085693359), ('herlina', 0.8104631304740906)]"
2472,5,hapsari,"[('yulianti', 0.8987343311309814), ('puspitasari', 0.8813943266868591), ('anggraeni', 0.8717127442359924), ('pratiwi', 0.8715707063674927), ('fransisca', 0.8662607669830322), ('yosita', 0.856578528881073), ('anggraini', 0.8537455201148987), ('yuliana', 0.8527898788452148), ('oktaviani', 0.8472307324409485), ('annisa', 0.8463934659957886)]"
2474,5,yuliana,"[('anggraini', 0.9063615202903748), ('yuliani', 0.8986449241638184), ('yulianti', 0.8963789939880371), ('pratiwi', 0.8906603455543518), ('jelsen', 0.8748269081115723), ('fransisca', 0.8748064637184143), ('agustina', 0.8741283416748047), ('alivia', 0.8689014911651611), ('fionista', 0.8674813508987427), ('puspitasari', 0.8666998744010925)]"
2476,5,dwi,"[('kartika', 0.7507391571998596), ('prasetya', 0.7402631640434265), ('eka', 0.7368165254592896), ('permana', 0.7323659062385559), ('cahyo', 0.7267058491706848), ('pratiwi', 0.7249302864074707), ('anggraeni', 0.7232732772827148), ('anggraini', 0.7222005128860474), ('wulandari', 0.7206246852874756), ('kurniawan', 0.7197277545928955)]"
2478,5,ayuningtyas,"[('indriani', 0.8288590908050537), ('julianti', 0.8274132013320923), ('fitriana', 0.8223809599876404), ('rosnita', 0.8202582001686096), ('puspitasari', 0.8168025016784668), ('ayudya', 0.8149488568305969), ('hapsari', 0.8117415904998779), ('octaviana', 0.8084565997123718), ('novie', 0.8057941198348999), ('fransisca', 0.8031792044639587)]"
2495,5,prasetya,"[('prasetyo', 0.8385486006736755), ('wicaksono', 0.8307990431785583), ('permana', 0.8300204277038574), ('febri', 0.8209251761436462), ('widi', 0.8185105323791504), ('hermawan', 0.8142207860946655), ('yudi', 0.8128604888916016), ('angga', 0.805716335773468), ('kurnia', 0.8049955368041992), ('rizki', 0.8024656176567078)]"
2503,5,budianta,"[('eka', 0.7454386949539185), ('darmaputera', 0.7268787622451782), ('tjipta', 0.7260465025901794), ('sarwono', 0.7188421487808228), ('junaedhie', 0.7151049375534058), ('gustiwana', 0.7123488187789917), ('ardijanto', 0.7096765041351318), ('atmaja', 0.7061988115310669), ('sulistyo', 0.7038463950157166), ('medy', 0.7034558057785034)]"
2562,5,setianagara,"[('atmaka', 0.700073778629303), ('wira', 0.6832069754600525), ('akhadi', 0.6379883289337158), ('yudha', 0.60697340965271), ('pradana', 0.5285348892211914), ('brata', 0.5177133083343506), ('adhi', 0.5142683386802673), ('nugraha', 0.5068915486335754), ('pragiwaksono', 0.5040943622589111), ('kartika', 0.5013287663459778)]"
2568,5,atmaka,"[('setianagara', 0.7000737190246582), ('wira', 0.6551118493080139), ('akhadi', 0.5805421471595764), ('ngabehi', 0.5745733976364136), ('ngabei', 0.5602310299873352), ('rakryan', 0.5488588213920593), ('ratoe', 0.5480757355690002), ('amiril', 0.5462448000907898), ('anom', 0.543984591960907), ('kgph', 0.5396915674209595)]"
2581,5,tut,"[('wuri', 0.817968487739563), ('handayani', 0.5959762334823608), ('lwir', 0.5849863290786743), ('eling', 0.5826887488365173), ('becik', 0.5745552182197571), ('nganggo', 0.5743877291679382), ('hurip', 0.5725659728050232), ('sarva', 0.5722160935401917), ('kanti', 0.5690692067146301), ('pantes', 0.568395733833313)]"
2583,5,lwir,"[('batine', 0.7981690764427185), ('wruh', 0.7831065654754639), ('wus', 0.7769848108291626), ('mwang', 0.7761805653572083), ('nanging', 0.7737638354301453), ('yaiku', 0.7688817381858826), ('rakwa', 0.7646245360374451), ('saÅ‹', 0.7637965083122253), ('prakara', 0.7589125037193298), ('mangkana', 0.7587885856628418)]"
2584,5,ngr,"[('sagung', 0.7774026989936829), ('srengkara', 0.7577704191207886), ('gbray', 0.7536799311637878), ('gbph', 0.7502825260162354), ('tentrem', 0.750132143497467), ('adityo', 0.7499259114265442), ('aningdiya', 0.7499178051948547), ('adinata', 0.7496635317802429), ('sukatendel', 0.749447762966156), ('purya', 0.7460654973983765)]"
2585,5,nganggo,"[('wus', 0.8731245994567871), ('mring', 0.8563917875289917), ('becik', 0.8512805700302124), ('nanging', 0.8469637632369995), ('wurung', 0.8398573398590088), ('tuwa', 0.8366946578025818), ('eling', 0.8354887962341309), ('dipun', 0.8345188498497009), ('padha', 0.8300390839576721), ('iku', 0.8279197216033936)]"
2586,5,pantes,"[('wus', 0.8274213671684265), ('becik', 0.8140285015106201), ('nganggo', 0.8115203976631165), ('nadyan', 0.8063844442367554), ('nanging', 0.8053134083747864), ('ywa', 0.8035491704940796), ('kalamun', 0.8001455068588257), ('mring', 0.7956851720809937), ('dipun', 0.7924020290374756), ('wonten', 0.7921139001846313)]"
2587,5,tentrem,"[('limanto', 0.7844139933586121), ('temuwuh', 0.7677057385444641), ('wagiyo', 0.7675825953483582), ('witing', 0.7670063972473145), ('sarwi', 0.7656583189964294), ('baiti', 0.7579011917114258), ('soegiharto', 0.7564582824707031), ('ngringin', 0.756023108959198), ('nuraida', 0.7549709677696228), ('nurjannah', 0.7547934651374817)]"
2589,5,prakara,"[('ywa', 0.8564185500144958), ('nggih', 0.8463765382766724), ('kalamun', 0.8420650959014893), ('desane', 0.8403761386871338), ('nedya', 0.8336696028709412), ('batine', 0.8331504464149475), ('yaiku', 0.824997067451477), ('mulane', 0.8235568404197693), ('nuli', 0.8209443092346191), ('sajroning', 0.819808840751648)]"
2590,5,sadaya,"[('ayeuna', 0.7509813904762268), ('janten', 0.7496199011802673), ('kawasa', 0.7482150197029114), ('wonten', 0.7399190664291382), ('mugi', 0.7360180020332336), ('elmu', 0.7335577011108398), ('sodonghilir', 0.7281839847564697), ('tentrem', 0.7272398471832275), ('karyajatnika', 0.7272374629974365), ('pamarentahan', 0.7233337163925171)]"
2663,5,wicaksana,"[('mukti', 0.754552960395813), ('permana', 0.7457025051116943), ('wirawan', 0.7422086596488953), ('wicaksono', 0.7350887060165405), ('prasetyo', 0.7280364632606506), ('kurnia', 0.7255871295928955), ('setyawan', 0.7213950753211975), ('rahmad', 0.7199968695640564), ('nugraha', 0.7160662412643433), ('saputro', 0.7157225608825684)]"
2693,5,wanagiri,"[('jipang', 0.7890073657035828), ('campaka', 0.7759419679641724), ('sukakerta', 0.7674044370651245), ('tegalarum', 0.7577083706855774), ('rajagaluh', 0.750251054763794), ('kahuripan', 0.7470370531082153), ('cakrabuana', 0.7396729588508606), ('cigasong', 0.738231897354126), ('cipaku', 0.7377731800079346), ('talaga', 0.7339280247688293)]"
2700,5,sugih,"[('puntang', 0.7269731163978577), ('kerta', 0.7023691534996033), ('wukir', 0.7013936042785645), ('hargo', 0.6916369795799255), ('sawal', 0.6907970309257507), ('pulosari', 0.6898862719535828), ('wonten', 0.6898474097251892), ('gemah', 0.6896767616271973), ('rinjani', 0.6880021691322327), ('kelua', 0.682236909866333)]"
2731,5,jina,"[('sradha', 0.8159176111221313), ('buddhi', 0.6770926117897034), ('lingbao', 0.6679553985595703), ('dhyani', 0.6639746427536011), ('avalokiteÅ›vara', 0.6584994792938232), ('acarya', 0.655199408531189), ('samantabhadra', 0.650921106338501), ('Ãºiwa', 0.6503822803497314), ('mahÄ', 0.6503242254257202), ('tathÄgata', 0.6502898931503296)]"
2732,5,buddhi,"[('sradha', 0.760259747505188), ('jnana', 0.7046712040901184), ('mahÄ', 0.7024796009063721), ('sariputra', 0.6937440037727356), ('prajna', 0.6903209686279297), ('iswara', 0.6856623888015747), ('siddhi', 0.6856247782707214), ('peetham', 0.6848650574684143), ('buddhaya', 0.683914840221405), ('bhairawi', 0.6834797859191895)]"
2733,5,jnana,"[('samkhya', 0.7660034894943237), ('mudrÄ', 0.7464320659637451), ('yoga', 0.7257255911827087), ('monistis', 0.7232135534286499), ('prajÃ±Ä', 0.7198038101196289), ('karmaphala', 0.7072402834892273), ('buddhi', 0.7046711444854736), ('prajna', 0.6949766278266907), ('wedanta', 0.6937821507453918), ('tattwa', 0.693109929561615)]"
2734,5,raksaka,"[('dwidja', 0.7615359425544739), ('bekangdam', 0.7455775141716003), ('dwija', 0.7337689995765686), ('balawara', 0.7308157682418823), ('parigha', 0.7287200689315796), ('nusantra', 0.7224478721618652), ('asrendam', 0.7193605303764343), ('dharaka', 0.7187484502792358), ('dwidya', 0.7171324491500854), ('sopsdam', 0.7170403003692627)]"
2735,5,sariputra,"[('buddhi', 0.6937440633773804), ('sradha', 0.6837250590324402), ('sarva', 0.6714746952056885), ('mudita', 0.6565303802490234), ('tathÄgata', 0.6493322849273682), ('savaka', 0.6488227248191833), ('puui', 0.6481868624687195), ('jina', 0.6433753967285156), ('muabi', 0.6395627856254578), ('saktisme', 0.63705974817276)]"
2737,5,lingbao,"[('tianzun', 0.7250025868415833), ('tiÄnzÅ«n', 0.7191889882087708), ('avalokiteÅ›vara', 0.7038590312004089), ('samantabhadra', 0.6841093301773071), ('guanyin', 0.6775532364845276), ('marici', 0.6754048466682434), ('jina', 0.6679553389549255), ('pulastya', 0.6666385531425476), ('yuanshi', 0.6660735607147217), ('tathÄgata', 0.6655638217926025)]"
2738,5,iswara,"[('bhagawan', 0.7388274073600769), ('murti', 0.7015721797943115), ('niskala', 0.6931771039962769), ('widhi', 0.6916494965553284), ('bhatara', 0.6914043426513672), ('buddhi', 0.6856622695922852), ('prajna', 0.6839706301689148), ('wisesa', 0.6796256303787231), ('kuwera', 0.6765177249908447), ('rudra', 0.6735450029373169)]"
2740,5,acarya,"[('sampradaya', 0.6900094151496887), ('wisnuswami', 0.6880713701248169), ('sradha', 0.6605880260467529), ('jina', 0.6551995277404785), ('buddhi', 0.6397785544395447), ('ganapati', 0.6380175352096558), ('samantabhadra', 0.6307795643806458), ('bhatara', 0.6300680637359619), ('advaita', 0.6300470232963562), ('rudra', 0.6282414793968201)]"
2741,5,sutta,"[('nikaya', 0.8520225882530212), ('pitaka', 0.8273270726203918), ('tipitaka', 0.7976560592651367), ('satipatthana', 0.7964298725128174), ('dhamma', 0.7801063060760498), ('vinaya', 0.752711296081543), ('abhidhamma', 0.7480227947235107), ('bhagawadgita', 0.7439011335372925), ('sloka', 0.7232858538627625), ('majjhima', 0.720634937286377)]"
2742,5,abhidhamma,"[('dhamma', 0.7752572298049927), ('pitaka', 0.7571938037872314), ('sutta', 0.748022735118866), ('tipitaka', 0.7321173548698425), ('nikaya', 0.7220979332923889), ('piá¹­aka', 0.7059215903282166), ('veda', 0.6970751881599426), ('samkhya', 0.6934701800346375), ('advaita', 0.6933807730674744), ('vinaya', 0.6882407069206238)]"
2743,5,vipassana,"[('samatha', 0.7930130958557129), ('dhamma', 0.7473365664482117), ('meditasi', 0.7373009920120239), ('vajrayana', 0.6862916946411133), ('bhavana', 0.6730148792266846), ('samadhi', 0.6569784879684448), ('vipassanÄ', 0.6484448313713074), ('abhidhamma', 0.6367560029029846), ('meditation', 0.6341988444328308), ('amitabha', 0.6202666759490967)]"
2744,5,sakyamuni,"[('shakyamuni', 0.7885099649429321), ('dhyani', 0.7626265287399292), ('maitreya', 0.7625783085823059), ('amitabha', 0.7590178847312927), ('gautama', 0.7518598437309265), ('yodfa', 0.7401130199432373), ('parinibbana', 0.7346602082252502), ('dhamma', 0.7335578203201294), ('parinirvÄá¹‡a', 0.7304353713989258), ('parinirvana', 0.7265265583992004)]"
2745,5,satipatthana,"[('sutta', 0.7964297533035278), ('dhamma', 0.7323418855667114), ('nikaya', 0.717302143573761), ('piá¹­aka', 0.705812394618988), ('pitaka', 0.6878219842910767), ('jnana', 0.685001015663147), ('samadhi', 0.684495747089386), ('samyutta', 0.6757206320762634), ('majjhima', 0.6589533090591431), ('sakyamuni', 0.6575244069099426)]"
2746,5,nikaya,"[('sutta', 0.8520224690437317), ('pitaka', 0.8236725330352783), ('anguttara', 0.8209795951843262), ('majjhima', 0.8159757256507874), ('digha', 0.7907538414001465), ('samyutta', 0.7734645009040833), ('tipitaka', 0.767437219619751), ('bhagawadgita', 0.7553162574768066), ('upanisad', 0.7413926720619202), ('vinaya', 0.7396014928817749)]"
2747,5,samadhi,"[('meditasi', 0.7193552255630493), ('dhamma', 0.7092298269271851), ('samatha', 0.7077117562294006), ('jnana', 0.691511869430542), ('satipatthana', 0.684495747089386), ('yoga', 0.6660598516464233), ('vipassana', 0.6569785475730896), ('nibbana', 0.6487232446670532), ('semadi', 0.6424486637115479), ('moksa', 0.6408199071884155)]"
2748,5,tipitaka,"[('sutta', 0.7976558804512024), ('pitaka', 0.793467104434967), ('pali', 0.7727269530296326), ('nikaya', 0.7674371600151062), ('vinaya', 0.7382098436355591), ('abhidhamma', 0.7321173548698425), ('pÄli', 0.7256529331207275), ('majjhima', 0.7105927467346191), ('piá¹­aka', 0.7074575424194336), ('dhamma', 0.6994706988334656)]"
2749,5,maitreya,"[('bodhisattva', 0.7857000827789307), ('bodhisatwa', 0.7652724385261536), ('sakyamuni', 0.7625782489776611), ('buddha', 0.7547234892845154), ('shakyamuni', 0.7279456257820129), ('bodhisattwa', 0.7221267819404602), ('gautama', 0.7134420275688171), ('amitabha', 0.705763041973114), ('bhiksu', 0.7047117352485657), ('budha', 0.7040524482727051)]"
2750,5,buddha,"[('buddhisme', 0.8043943643569946), ('buddhis', 0.7824870347976685), ('maitreya', 0.7547234892845154), ('budha', 0.754585325717926), ('bodhisattva', 0.7419213056564331), ('mahayana', 0.7369373440742493), ('bodhisatwa', 0.73440021276474), ('theravada', 0.7130031585693359), ('vajrayana', 0.7048979997634888), ('hindu', 0.7046558260917664)]"
2754,5,fkip,"[('unair', 0.8061399459838867), ('unpad', 0.7883049845695496), ('fmipa', 0.780743420124054), ('unhas', 0.7786350250244141), ('ikip', 0.7712683081626892), ('unnes', 0.7566549777984619), ('fip', 0.7558546662330627), ('fisip', 0.7459376454353333), ('fkm', 0.7447221875190735), ('unand', 0.7389085292816162)]"
2757,5,gunadarma,"[('krisnadwipayana', 0.8151192665100098), ('atmajaya', 0.7968590259552002), ('paramadina', 0.76544189453125), ('widyagama', 0.7380688190460205), ('unj', 0.7156716585159302), ('dankook', 0.7153642177581787), ('padjajaran', 0.7130217552185059), ('satyagama', 0.7068480253219604), ('uph', 0.7011622190475464), ('binus', 0.7000205516815186)]"
2758,5,uny,"[('unnes', 0.8076500296592712), ('unpad', 0.752606987953186), ('umy', 0.7517476677894592), ('unsyiah', 0.7484562397003174), ('unej', 0.7448915839195251), ('lppm', 0.7439460158348083), ('unair', 0.741229236125946), ('unhas', 0.7383540272712708), ('unesa', 0.7330560684204102), ('unsoed', 0.7283183932304382)]"
2759,5,atmajaya,"[('gunadarma', 0.7968588471412659), ('krisnadwipayana', 0.7966304421424866), ('paramadina', 0.7285220623016357), ('ukrida', 0.7160782814025879), ('fisip', 0.7126697301864624), ('unika', 0.6949830651283264), ('fisipol', 0.6903688907623291), ('satyagama', 0.6885968446731567), ('unpar', 0.6866921186447144), ('stft', 0.6865589022636414)]"
