title,date,description,source
"Pembatas Jl Cilincing Rawan Kecelakaan, Bina Marga DKI Akan Tinggikan

","Jumat, 26 Mar 2021 15:02 WIB

","Meski pihak

 ""Kita akan cek kembali (pembatas jalan di Jl Raya Cilincing), kemungkinan akan
kita ubah desainnya,"" kata Kepala

 Dia menjelaskan, pembatas jalan yang ada saat ini berjenis beton kanstin (

 Sepeda motor berpotensi menabrak tanpa pengemudinya sadar sebelumnya. Sopir
mobil juga bisa kurang awas karena ukuran pembatas jalan terlalu kecil, tak
terjangkau mata dari balik kemudi.

 ""Yang dipakai sekarang adalah double kerb. Kemungkinan, kita bisa ganti dengan
MCB yang ukuran kecil, jadi posisinya agak tinggi,"" kata Hari Nugroho.

 MCB adalah Movable Concrete Barrier atau beton pembatas. MCB biasa dipakai
untuk menutup jalan. Namun nantinya MCB yang dipasang sebagai pengganti
pembatas jalan di Jl Raya Cilincing adalah MCB kecil, tetapi lebih tinggi
ketimbang pembatas jalan 30 cm yang saat ini ada.

 ""Tingginya sekitar 60 cm,"" kata Hari.

 Selain itu, Dinas Bina Marga akan mengecek kondisi penerangan jalan di lokasi.
Kondisi yang gelap bisa memicu kecelakaan menabrak pembatas jalan itu.

 

 ",www.detik.com
"Main Petasan di Rel, Bocah Kota Pasuruan Tewas Tertabrak Kereta Probowangi

","Sabtu, 27 Mar 2021 08:16 WIB

","Bocah berusia 7 tahun

 Peristiwa terjadi di lintasan KA Jalan Imam Bonjol Kelurahan Bugul Lor,
Kecamatan Panggungrejo, Jumat (26/3/2021) pukul 20.00 WIB. Korban, Muhammad
Habibi, warga sekitar lokasi.

 ""Menurut ibu korban, sebelum

 Saat korban asyik bermain, KA Probowangi Lok Cc 2017703 melintas dari arah
timur. Korban tertabrak hingga mengalami luka parah di kepala, tangan kiri dan
kaki kanan patah.

 

 ",www.detik.com
"WNI Diaspora Sebut Anti-Asia di AS Diinspirasi Donald Trump

","Jumat, 02 Apr 2021 19:47 WIB

","Sikap rasisme terhadap warga keturunan Asia di Amerika Serikat (AS) disinyalir
akibat ulah Donald Trump saat menjadi presiden. Ketika pandemi COVID-19 mulai
melanda Amerika Serikat dan negara-negara lain di dunia, Trump pernah menyebut
virus Corona dengan China Virus. Dia juga pernah mengganti nama virus Corona
dengan Kungflu, yang merujuk bela diri asal China, kungfu.

 ""Akibatnya, banyak orang yang mendengarkan dan mengikuti pernyataannya. Ini
bahaya banget karena menimpa semua orang Asia,"" kata Oliver Prasetyo dalam
program Blak-blakan yang tayang di

 Dalam beberapa hari terakhir, segelintir warga AS tak cuma mengikuti istilah
bernada rasisme itu sebagai umpatan. Mereka juga melakukan tindak kekerasan
terhadap orang-orang Asia dengan menyamaratakannya sebagai orang beretnis
China.

 Oliver, keturunan WNI yang lahir dan besar di New York, salah satu kota paling
kosmopolitan di dunia, mengaku pernah beberapa kali mengalami perlakuan
rasisme. Dia mencontohkan, beberapa waktu lalu ketika sedang duduk di gerbong
kereta, tiba-tiba ada orang yang berkata-kata sinis kepadanya.

 ""Dia bilang 'China Virus'. Dia panggil saya 'kungflu', dan dia bilang saya
harus pulang ke Asia,"" kata Oliver, yang pernah menjadi model pakaian pria
merek GAP.

 Akibatnya, kini pria keturunan Manado-Jawa itu mengaku kerap merasa takut bila
sendirian naik kereta. Dia membayangkan akan ada orang yang tiba-tiba
menyerang dan mendorongnya agar tertabrak kereta. Kekerasan semacam itu, kata
dia, bukannya tidak mungkin karena pernah ada seorang ibu tua tiba-tiba
ditendang pada bagian dada dan kepalanya.

 Jauh sebelum pandemi, rasisme terhadap orang-orang Asia telah menjadi ancaman
laten. Memang tak mengemuka di ruang publik, tapi di lingkungan dunia kerja
Oliver Prasetyo mengaku pernah mengalaminya. Bahkan ketika dia selama enam
tahun menjalani dinas di infanteri.

 ""Di lingkungan tentara, cuma ada empat orang Asia, termasuk saya. Kami kerap
merasakan adanya stereotipe bernuansa rasisme,"" ujar Oliver, yang pernah
kuliah di Jurusan Komunikasi Ramapo College, New Jersey.

 Begitu pun saat dia memulai karier di dunia model. Oliver Prasetyo menyebut
beberapa tahun lalu industri

 ",www.detik.com
"2 Polisi AS Diserang-Ditabrak Orang Tak Dikenal Dekat Gedung Capitol

","Sabtu, 03 Apr 2021 01:35 WIB

","Gedung Capitol

 Seperti dilansir CNN.com, Sabtu (3/4/2021), penyerangan itu terjadi terhadap
dua petugas kepolisian yang tengah berjaga di luar gedung Capitol Amerika
Serikat. Akibat insiden ini, petugas keamanan setempat pun mengisolasi gedung.

 ""(Polisi Capitol AS) menanggapi jalur akses kendaraan North Barricade di
sepanjang (Constitution) Avenue untuk laporan seseorang menabrakkan kendaraan
ke dua petugas polisi Capitol Amerika Serikat (USCP),"" ucap polisi Capitol
Amerika Serikat.

 Akibat penyerangan tersebut, seseorang yang diduga sebagai tersangka sempat
ditembak dan ditahan. Sementara itu kedua polisi yang tertabrak beserta
tersangka langsung dibawa ke rumah sakit.

 ""Seorang tersangka ditahan. Kedua petugas itu terluka. Ketiganya telah dibawa
ke rumah sakit,"" ujar polisi Capitol Amerika Serikat.

 Sementara itu, salah satu asisten senior kongres dan sumber Kepolisian Capitol
AS mengatakan pengemudi sempat keluar setelah menabrakkan mobilnya ke barikade
di Constitution Avenue. Pengemudi tersebut dilaporkan keluar sambil
mengacungkan pisau.

 Pihak Kepolisian Capitol AS langsung menanggapi serangan tersebut. Petugas
kepolisian pun sempat menembak tersangka dan menahannya.

 ",www.detik.com
"6 Fakta Serangan di Gedung Capitol AS yang Tewaskan 2 Orang

","Sabtu, 03 Apr 2021 07:37 WIB

","terhadap dua polisi terjadi di luar

 Dilansir AFP, Sabtu (3/4/2021), penyerangan dilakukan pelaku ke dua polisi
Capitol AS yang tengah berjaga di luar gedung. Pelaku dilaporkan menabrakkan
mobil yang dikendarainya ke dua polisi tersebut.

 ""(Polisi Capitol AS) menanggapi jalur akses kendaraan North Barricade di
sepanjang (Constitution) Avenue untuk laporan seseorang menabrakkan kendaraan
ke dua petugas polisi Capitol Amerika Serikat (USCP),"" ucap polisi Capitol
Amerika Serikat.

 Usai serangan tersebut, seseorang yang diduga sebagai tersangka sempat
ditembak dan ditahan. Kedua polisi yang tertabrak beserta tersangka juga
sempat dibawa ke rumah sakit.

 Berikut ini 6 fakta terkait insiden penyerangan orang tak dikenal ke dua
polisi Capitol AS:

 dengan cara menabrakkan mobil kepada dua polisi Capitol AS dilakukan oleh
orang tak dikenal. Pelaku menabrakkan mobil ke arah petugas polisi yang tengah
berjaga di luar gedung Capitol AS.

 Akibatnya, kedua polisi sempat terluka dan dibawa ke rumah sakit. Usai insiden
itu pelaku langsung diamankan dan ditahan oleh pihak kepolisian

 ""Seorang tersangka ditahan. Kedua petugas itu terluka. Ketiganya telah dibawa
ke rumah sakit,"" ujar polisi Capitol Amerika Serikat.

 Tak hanya menabrakkan mobil, pelaku juga dilaporkan sempat keluar dari mobil.
Pelaku mengeluarkan pisau dan mencoba untuk menusuk kedua polisi.

 Namun upayanya digagalkan oleh pihak kepolisian. Pelaku penyerangan pun
dilumpuhakn oleh polisi dan langsung dibawa ke rumah sakit.

 

 ",www.detik.com
"Pengemudi Mobil yang Tertabrak Kereta di Sidoarjo Tewas

","Senin, 19 Apr 2021 14:04 WIB

","Informasi yang didapat di lokasi kejadian,

 Mobil Nissan Juke warna hitam bernopol W 1920 Z ini dikemudikan oleh Ravina
Okta (22). Ia seorang mahasiswi, warga Dusun Glonggong RT 01 RW 02. Saat akan
melintas, pengemudi tidak memperhatikan ada KA Jenggala dari Mojokerto ke
Sidoarjo.

 ""Sebenarnya saat akan melintasi rel kereta api, sudah diingatkan oleh warga.
Namun dia tidak memperhatikan. Sehingga

 Abdul menjelaskan, saat kejadian warga sekitar sempat menjerit. Sebab, mobil
Nissan itu sempat terdorong hingga sekitar 65 meter. Kemudian mobil terlempar
ke tegalan yang ditanami cabai.

 ""Korban merupakan warga Dusun Glongong, Desa Kedung Kembar. Tidak jauh dari
lokasi kejadian,"" jelas Abdul.

 Kanit Laka Polresta Sidoarjo AKP Sugeng Sulistiyono mengatakan, mobil yang
dikemudikan korban baru keluar dari rumah. Korban

 ""Dalam musibah tersebut pengemudinya meninggal dunia. Korban meninggal dunia
di lokasi kejadian. Kemudian korban dievakuasi dilarikan ke Rumah Sakit Anwar
Medika,"" pungkas Sugeng.

 ",www.detik.com
"Lucu tapi Galak, Ini Monyet-monyet Taman Nasional Bali Barat

","Rabu, 05 Mei 2021 05:47 WIB

","Ayo share cerita pengalaman dan upload photo album travelingmu di sini.
Silakan

 kerap terlewatkan dari

 Saat menyeberang dari Banyuwangi ke Bali, Taman Nasional Bali Barat jadi satu-
satunya jalur yang dilewati. Tim

 Pepohonan yang hijau menjadi suguhan. Jalur ini memang paling cantik saat pagi
dan siang hari. Panas matahari tak akan terasa di sana.

 Selagi di sana, coba pelankan laju kendaraanmu. Kalau menggunakan mobil,
turunkan kaca dan nikmati nyanyian pepohonan yang harmonis dengan angin. Dahan
pepohonan naik turun seakan melambai kepada semua yang melaju di sana.

 Selain pepohonan, kamu juga akan melihat gerombolan monyet liar. Kalau melihat
mereka, tutup semua kaca mobil dan jangan membuka pintu ya.

 Biarpun menggemaskan, mereka sangat liar dan pemarah. Tak sedikit pengunjung
yang tergoda untuk berhenti dan menggoda mereka. Hasilnya, mereka akan marah
dan mencuri barang-barang yang berada di dekatmu.

 Di sepanjang jalan sudah ada peringatan untuk tidak memberi makan monyet liar.
Karena itu bisa membuat mereka kebiasaan dan memaksa untuk diberi makan.

 Parahnya lagi, karena banyak orang yang melemparkan makanan, monyet-monyet ini
cukup berani nongkrong hampir ke area jalan. Bayangkan kalau kamu memberi
makan dan mereka tak sengaja tertabrak? Duh, jangan deh ya!

 Jika memang ingin memotret mereka, cukup posisikan mobil di dekat mereka tanpa
membuka kaca mobil. Karena terbiasa dengan manusia, monyet-monyet liar ini
akan langsung mendekat jika ada kendaraan berhenti.

 Monyet-monyet ekor panjang atau biasa disebut

 Yang lucunya, monyet betina dengan bayi dirangkulan mereka seperti duduk
bergerombol bersama. Sekali lagi, kalau mau foto hati-hati, ya!

 ",www.detik.com
"Puluhan Remaja Terlibat 'Perang Sarung' di Jembatan Citarum Cianjur

","Jumat, 23 Apr 2021 04:51 WIB

","Puluhan remaja asal Kabupaten Cianjur dan Kabupaten Bandung Barat terlibat
perang sarung di Jembatan Citarum yang menjadi perbatasan dua wilayah
tersebut.

 Beberapa kendaraan yang melintas juga menjadi sasaran kebrutalan. Bahkan
sejumlah pengendara memilih berhenti dan menunggu perang sarung dibubarkan
petugas.

 Perang sarung terjadi pada Jumat (23/4/2021) dini hari, sekitar pukul 02.30
WIB. Sebelumnya terlihat kelompok remaja dari kedua daerah menunggu di sebrang
jembatan.

 ""Yang kumpul-kumpul sudah terlihat sejak pukul 01.00 WIB. Jumlahnya terus
bertambah, sampai puluhan orang. Mereka bawa sarung yang sudah diikat di
bagian ujungnya,"" ujar Hendi Sanusi (30), warga Kecamatan Haurwangi, Jumat
(23/4/2021).

 Menurutnya kelompok remaja dari kedua daerah semakin mendekat dan melakukan
perang sarung di tengah jembatan.

 Beberapa kendaraan yang melintas dan membunyikan klakson agar para remaja yang
perang sarung menepi atau membubarkan diri malah menjadi sasaran. Sejumlah
kendaraan pun dipukul menggunakan sarung.

 ""Banyak juga pengendara, terutama yang pakai sepeda motor berhenti. Khawatir
jadi sasaran. Kebanyakan menunggu di ujung jembatan dan warung,"" tuturnya.

 Para remaja tersebut akhirnya membubarkan diri sekitar pukul 03.00 WIB, usai
polisi dari Cianjur dan Bandung Barat datang.

 ""Begitu lihat lampu mobil polisi dan sirene, mereka langsung kabur membubarkan
diri,"" ucapnya.

 Senada, Aji (35) pengendara sepeda motor berharap petugas menindak tegas para
pelaku perang sarung. Sebab aksinya meresahkan pengendara.

 ""Kalau bisa tidak hanya dibubarkan tapi juga tindak tegas. Karena kan
berbahaya, takutnya ada yang tertabrak atau malah menyerang pengendara yang
melintas,"" ucapnya.

 Sementara itu, Kapolres Cianjur AKBP Moch Rifai mengaku sudah menginstruksikan
setiap Polsek untuk meningkatkan patroli malam, terlebih saat tengah malam
hingga menjelang sahur. Hal itu dilakukan untuk mencegah terjadinya Perang
sarung.

 ""Sudah diinstruksikan untuk mengintensifkan patroli. Ketika ada kerumunan pun
langsung dibubarkan. Kalau ada yang perang sarung juga dibubarkan, bahkan ada
yang kami amankan dan kami beri pembinaan,"" ujarnya.

 ",www.detik.com
"7 Kendaraan Kecelakaan Beruntun di Madiun, Satu Orang Tewas

","Jumat, 23 Apr 2021 20:26 WIB

","Satu korban lainnya kritis. Kecelakaan itu tepatnya terjadi di depan Pasar
Pagotan sekitar pukul 15.00 WIB.

 ""Jadi kecelakaan beruntun terjadi melibatkan tujuh kendaraan menyebabkan satu
orang meninggal dunia dan satu lagi kritis,"" ujar Kasat Lantas Polres Madiun
AKP Ari Bayu Aji saat dikonfirmasi wartawan di lokasi, Jumat (23/4/2021).

 Yang terlihat

 ""Untuk tiga sepeda motor yakni Honda Vario nopol AE 5095 HE, dan dua Honda
Scoopy nopol AE 2202 FH dan AE 4196 HF,"" kata Ari.

 Ari juga mengatakan, korban yang meninggal yakni pengendara Honda Vario atas
nama Indhika Puspasari (17), warga Jalan Sanggar Manis Nomor 43, Kota Madiun.
Sedangkan korban luka berat yakni pengendara Honda Scoopy bernopol AE 4196 HF
atas nama Fitriana Rusilawati (15), warga Desa Nglandung, Kecamatan Geger,
Kabupaten Madiun.

 ""Saat ini jenazah dan korban luka dibawa ke RSUD Dolopo,"" paparnya.

 Ari kemudian menjelaskan,

 ""Jadi pengemudi truk boks yang melaju dari arah selatan ke utara atau dari
Ponorogo ke Madiun, menerabas lampu merah. Saat menerobos tersebut menabrak
kendaraan sepeda motor Honda Vario dari arah barat, yang traffic light warna
hijau,"" jelasnya.

 Tidak hanya menabrak Honda Vario hingga pengendaranya tewas, Ari menambahkan,
truk boks juga menabrak lima kendaraan yang berhenti di traffic light dalam

 ""Jadi kendaraan dari utara atau arah Kota Madiun yang berhenti tertabrak juga.
Ada lima terdiri tiga roda empat dan dua sepeda roda dua,"" lanjutnya.

 Saat ini pengemudi truk boks masih diamankan untuk dimintai keterangan oleh
Satlantas Polres Madiun. ""Sopir truk Indomaret masih kita periksa,""
pungkasnya.

 ",www.detik.com
"Pria Asal Sidoarjo Tewas Tertabrak Kereta Saat Ngopi Sambil Telepon di Rel

","Sabtu, 24 Apr 2021 22:15 WIB

","Korban yakni Purwanto. Ia awalnya datang ke warung kopi di dekat lintasan KA,
di Desa/Kecamatan Beji, Kabupaten Pasuruan. Pria asal Desa Kebonagung,
Kecamatan Porong, Kabupaten Sidoarjo itu kemudian memesan kopi.

 Ia lalu duduk di atas rel menghadap ke jalan raya menunggu pesanan kopi. Ia
kemudian menerima telepon dan mengobrol dengan orang di ujung telepon.

 Tanpa ia sadari dari arah barat datang kereta. Korban

 ""Korban ngopi di tepi rel kereta api. Belum sempat diminum, dia menerima
telepon dan posisinya duduk di rel menghadap jalan raya,"" kata Kapolsek Beji
Kompol Ahmad, Sabtu (24/4/2021).

 Korban tertabrak KA Penataran dan meninggal dunia di lokasi. Jasad korban
dibawa ke RS Bhayangkara Watukosek.

 ""Korban

 ",www.detik.com
"Spek Mobil VW yang Terobos Penyekatan Pemudik dan Tabrak Polisi di Klaten

","Minggu, 09 Mei 2021 19:56 WIB

","Sebuah mobil sedan berwarna kuning menerobos pos

 Sebagai informasi, pengendara itu mengendarai mobil dengan pelat nomor B 2318
STB. Jika dicek datanya ke situs

 tersebut buatan tahun 2013 dan masa berlaku STNK-nya hingga 08-11-2023.
Kendati demikian, pajak mobil ini sudah habis sejak 08-11-2019.

 Secara spesifikasi, VW Beetle menggendong mesin 1.2 liter, TSI, yang bisa
mengeluarkan tenaga puncak hingga 105 dk pada 5.000-5.500 rpm. Mobil ini
memiliki performa cukup garang dan diklaim bisa mencapai kecepatan puncak
hingga 180 km/jam.

 Mobil jenis coupe/hatchback ini sudah dihentikan produksinya sejak 2016 lalu.
Kemudian bicara soal harga, jika mengacu pada data nilai jual VW Beetle
berpelat B 2318 STB di situs Samsat PKB2 Jakarta, harga seken mobil ini
sekitar Rp 212 juta.

 Diberitakan sebelumnya, seorang pengemudi mobil menerobos pos penyekatan dan
menabrak polisi di Prambanan, Klaten. Pengemudi tersebut ternyata masih ABG
atau anak di bawah umur. Pemobil itu sudah diamankan polisi.

 ""Penumpangnya satu, sendiri dia. Cowok, anak di bawah umur, dia anak di bawah
umur,"" terang Kasat Reskrim Polres Klaten AKP Andriansyah Rithas Hasibuan
kepada detikcom, Minggu (9/5/2021).

 Andriansyah menjelaskan, pengendara nekat itu diamankan bersama mobilnya dan
telah diperiksa di Mapolres Klaten. ""Dia orang Klaten, orang Klaten. Rupanya
anak di bawah umur orang Klaten, tidak bawa SIM dia, yang jelas sudah kita
tangkap,"" ujar Andriansyah.

 Aksi pengendara mobil tersebut sebelumnya viral di sebuah video, yang salah
satunya diunggah oleh akun Instagram @merapi_uncover pada Minggu (9/5/2021)
sekitar pukul 14.00 WIB. Hingga sekitar pukul 16.00 WIB, video itu telah
ditonton sekitar 30 ribu kali.

 Dalam video berdurasi sekitar 29 detik itu, tampak sebuah mobil warna kuning
disetop petugas untuk diperiksa. Mobil itu terlihat mengikuti arahan petugas
agar menepi. Namun saat akan diperiksa, tiba-tiba mobil itu justru tancap gas.
Tampak seorang polisi tertabrak mobil tersebut dan terdengar suara letusan
mirip tembakan satu kali sebelum mobil warna kuning itu kabur. Ditulis lokasi
video itu di Prambanan.

 ""Pengemudi mobil yang nekat, Ada yang tahu info lengkapnya lurd,"" tulis akun
tersebut seperti dilihat detikcom.

 Saat dimintai konfirmasi, Kapolres Klaten AKBP Edy Suranta Sitepu membenarkan
peristiwa dalam video yang viral itu. Menurutnya, kejadian terjadi di pos
penyekatan mudik di Prambanan. ""Ya benar ada kejadian itu, di pos Prambanan,""
kata Edy Suranta kepada detikcom, Minggu (9/5/2021).

 ",www.detik.com
"Bocah di Malang Tewas Terlindas Mobil, Ayah Korban Tak Tuntut Penabrak

","Selasa, 27 Apr 2021 17:38 WIB

","Kecelakaan terjadi Senin (26/4) di Jalan Pandowo, Kecamatan Lawang, Kabupaten
Malang. Korban bernama Bilqis Anindita Kanaya Junaedy yang masih berusia 7
tahun.

 Ayah korban, Dedik Junaedy (41) mengaku mendapat kabar bahwa polisi sudah
mengamankan pengemudi mobil dalam kecelakaan tersebut. Menurutnya, akan ada
mediasi antara pengemudi mobil dengan keluarga korban.

 Terlepas dari itu, Dedik mengaku ikhlas dan menerima kepergian anaknya yang
tewas dalam

 ""Saya tidak ingin ada yang disalahkan. Ini semua sudah takdir. Saya ikhlas,""
kata Dedik saat dikonfirmasi awak media, Selasa (27/4/2021).

 Salah satu saksi mata, Faisol (49) mengatakan, sebelum

 ""Saya kan pas di dalam rumah, nah korban itu datang dari arah barat pakai
sepeda terus mobil dari arah utara. Mungkin mobil itu menghindari jalan rusak
hingga mengalihkan arah mobil ke sisi aman. Korban tidak tahu ada mobil hingga
kemudian tertabrak,"" kata Faisol.

 

 ",www.detik.com
"Kakek di Blitar Tewas Tertabrak Kereta Saat Jam Buka Puasa

","Rabu, 28 Apr 2021 00:37 WIB

","Lokasi kecelakaan ini sekitar 100 meter arah barat dari lintasan tanpa palang
di Jalan Suryat Kelurahan Gedog, Kecamatan Sananwetan, Kota Blitar. Atau di KM
119+5/6 petak Jalan Blitar-Garum.

 Kapolsek Sananwetan, AKP Mujianta mengatakan, seorang saksi melihat seseorang
berjalan di atas rel, ketika KA Penataran 376 relasi Blitar-Malang melaju dari
arah barat ke timur. Saksi kemudian berteriak menyuruh orang itu minggir,
karena lampu kereta sudah tampak dari belakang tubuh orang tersebut.

 ""Korban berjalan dari arah barat, di belakangnya dari jauh sudah kelihatan
lampu KA. Saksi lalu berteriak minta orang itu minggir. Namun dia hanya keluar
dari jalur tapi masih di atas batu koral di sisi kanan rel. Akhirnya
ketemper,"" kata Mujianta saat dikonfirmasi detikcom, Selasa (27/4/2021).

 Peristiwa yang terjadi pukul 17.40 WIB ini mengundang perhatian warga
perumahan Asabri, yang sedang

 Kerumunan warga di tengah minimnya penerangan, membuat proses evakuasi korban

 ""Ternyata korban ini kakek-kakek. Tidak ada identitas yang kami temukan di
lokasi kejadian. Korban mengalami luka di kepala bagian belakang dan tewas di
lokasi kejadian,"" ungkapnya.

 Untuk mengetahui identitas korban

 ""Saat ini sedang proses identifikasi yang ditangani Reskrim Polresta Blitar.
Ciri-ciri korban, berusia sekitar 70 tahun, memakai kaus biru dan celana
panjang krem,"" pungkasnya.

 ",www.detik.com
"Gubrak! Viral Pemotor Melamun Tabrak Palang KA di Klaten Hingga Patah

","Selasa, 27 Apr 2021 17:45 WIB

","Seorang pemotor terekam kamera menabrak palang kayu di perlintasan kereta api
di Jalan Pakis-Daleman, Kecamatan Wonosari, Klaten

 Kejadian tersebut viral setelah diunggah di akun Instagram @kabar_klaten,
Selasa (27/4/2021) siang ini. Lima jam setelah diunggah dilihat sebanyak
47.818 kali dengan 289 komentar.

 Pada postingan terlihat rekaman video berdurasi 24 detik. Keterangan yang
ditulis di postingan itu yaitu,

 Video itu tampak diambil dari dalam mobil pengguna jalan. Dalam rekaman video
tersebut terlihat palang perlintasan KA sedang bergerak turun.

 Saat itulah terekam dari arah Pakis atau barat pemotor matik menabrak palang
hingga patah dan pengendara jatuh. Pemotor di belakangnya dan petugas PT KAI
datang menolong.

 Salah seorang warga Desa Sekaran Kecamatan Wonosari, Dwi (40) bercerita saat
kejadian dirinya bekerja di sebelah barat rel. Awalnya dia mengira ada orang
tertabrak KA.

 ""Dikira orang tertabrak tapi ternyata palang pintu yang ditabrak. Kejadiannya
sekitar pukul 09.00 WIB (pagi tadi) dan pemotor tidak luka,"" ungkap Dwi pada

 Usai kejadian, sekitar empat orang petugas PT KAI dan Polsuska datang ke
lokasi membawa palang baru. Palang perlintasan KA selesai dipasang pada
sekitar pukul 15.00 WIB sore tadi.

 Manajer Humas PT KAI Daop 6 Yogyakarta, Supriyanto, menambahkan kejadian itu
terjadi pukul 08.39 WIB di JPL 117 Pakis Km 121+1/2 petak Gawok-Delanggu.
Awalnya dia mendapat info Palang JPL 117 Pakis ditabrak pengendara sepeda
Motor.

 ""Awalnya ada laporan palang ditabrak. Tindak lanjut kami Katon 6B beserta 1
PAM stasiun Delanggu langsung Merapat Ke TKP mengamankan Pelaku dan
mengamankan Lalin JPL 117 Pakis,"" jelas Supriyanto pada

 Identitas penabrak, ungkap Supriyanto, seorang pria berinisial HP warga
Kecamatan Jogonalan, Klaten. Hasil permintaan keterangan pelaku mengaku salah.

 ""Pelaku mengaku salah karena telah lalai melamun mengendarai motornya sehingga
menabrak Palang JPL 117 Pakis. Pelaksanaan perbaikan berjalan dengan aman,""
jelas Supriyanto.

 Dia mengurai, menurut Pasal 114 UU Nomor 22 Tahun 2009 Tentang Lalu Lintas dan
Angkutan Jalan, terang Supriyanto, pada perlintasan sebidang antara jalur
kereta api dan jalan, pengemudi kendaraan wajib berhenti.

 ""Harus berhenti saat sinyal berbunyi atau palang pintu kereta api sudah mulai
ditutup, dan atau ada isyarat lain mendahulukan kereta api dan memberikan hak
utama kepada kendaraan yang lebih dahulu melintasi rel,"" pungkas Supriyanto.

 ",www.detik.com
"Remaja Banyuwangi Hampir Tertabrak Kereta Saat Asyik Ngabuburit di Rel

","Rabu, 28 Apr 2021 13:02 WIB

","patroli keamanan perjalanan kereta Api (PerKA) di sekitar rel. Itu setelah ada
seorang remaja di Banyuwangi yang hampir tertabrak kereta saat

 Beberapa hari yang lalu, seorang remaja di Banyuwangi Defa Kandara Putra Riono
(14) nyaris tertabrak kereta api saat bermain TikTok. Saking asiknya merekam
video, ia hampir tersambar KA Pandanwangi jurusan Jember-Banyuwangi.

 Beruntung, remaja asal Desa Rogojampi, Kecamatan Rogojampi tersebut
terselamatkan berkat tindakan cepat dari temannya. Untuk itu, pihak KAI Daop 9
Jember melakukan patroli pengamanan sekaligus sosialisasi bahaya bermain di
perlintasan kereta api.

 Vice President

 ""Sering petugas kami menemui masyarakat yang ngabuburit di sekitar rel. Jelas
ini membahayakan Perjalanan KA maupun masyarakat itu sendiri,"" terangnya
kepada wartawan, Selasa (27/4/2021).

 Broer Rizal menambahkan, petugas baik dari Polsuska maupun pegawai Daop 9
dengan tegas akan membubarkan masyarakat, yang melakukan aktivitas apapun di
sekitar rel KA. ""Namun juga tentunya kami langsung memberikan edukasi dan
sosialisasi kepada masyarakat, bahwa nongkrong atau beraktivitas di sekitar
rel dapat mengakibatkan bahaya yang besar,"" tegasnya.

 Selama Bulan

 Petugas Polsuska Daop 9 kerap menjumpai masyarakat yang tidak hanya melakukan
aktivitas saat menunggu berbuka puasa. Namun juga setelah salat subuh.

 Broer Rizal mengatakan, tindakan ini jelas melanggar aturan sesuai dengan
Pasal 38 Undang-Undang Nomor 23 Tahun 2007, tentang Perkeretaapian yang
menjelaskan ruang manfaat jalur KA diperuntukkan bagi pengoperasian KA dan
merupakan daerah tertutup untuk umum.

 

 ",www.detik.com
"Satu Orang Tewas Saat Mobilnya Tertabrak Kereta Api di Surabaya

","Rabu, 28 Apr 2021 15:23 WIB

","""Kejadiannya jam 11.45 WIB, kereta api KRD dari timur. Mobil arah luar
(selatan),"" kata Muslimin, salah seorang saksi kepada wartawan di lokasi
kejadian, Rabu (28/4/2021).

 Muslimin mengatakan sebelum kejadian, lampu di sekitar

 ""Lampunya itu nggak nyala, tanda itu biasanya kalau ada kereta itu nyala
hijau. Itu nggak hijau. Terus dari timur nggak ngebel juga keretanya. Tahu-
tahu di sini ngebelnya. Jarak dekat baru ngebel. Mobil masuk doss (suara
tertabrak) belakang yang kena,"" ungkap Muslimin.

 Saat mobil berwarna hitam itu tertabrak, pengemudi sempat terlempar keluar.
Sedangkan mobilnya terlempar hingga menimpa kamar mandi di warung kopi yang
ada di dekat

 ""Satu (penumpang) terlempar keluar, terus mobil nabrak tembok sampai jebol
itu,"" ungkap Muslimin.

 Muslim sendiri merupakan penjaga

 ""Harapannya ada fasilitas alarm. Palang pintu sirene selama ini belum ada. Itu
harapan saya,"" kata Muslimin.

 Narko, penjual es tebu di dekat lokasi kejadian mengatakan korban tewas
setelah sempat terlempar dari mobilnya hingga tertimpa tembok jembol.

 ""Langsung tertabrak, orangnya terlempar dari mobil, satu orang. Jarak orangnya
dengan mobil sekitar 2 meter. Kondisinya tertimpa tembok, meninggal,"" ungkap
Narko.

 Dari data yang dihimpun, korban diketahui bernama Eko Setio (47), warga
Benowo. Jenazah korban kemudian dievakuasi ke RSU dr Soetomo. Sedangkan Almaz
dievakuasi dengan menggunakan mobil derek.

 ",www.detik.com
