title,date,description
"Bus Vs Truk di Sambungmacan Sragen, 1 Tewas-4 Luka

","Jumat, 11 Feb 2022 10:48 WIB

","Bus Vs Truk di Sambungmacan Sragen, 1 Tewas-4 Luka

Kecelakaan maut antara bus dengan truk terjadi di Sambungmacan, Sragen,
tepatnya di Jalan Raya Sragen-Ngawi, pagi tadi. Akibat kecelakaan tersebut
seorang penumpang bus meninggal dunia.

 Kanit Gakkum Satlantas Polres Sragen Ipda Irwan Marvianto menjelaskan,
kecelakaan melibatkan bus Kramat Jati nomor polisi W 7451 TGA yang dikemudikan
Mahendra dengan truk bernomor polisi W 8562 NM yang dikendarai Yanto, pada
Jumat (11/2) pukul 03.45 WIB tadi.

 ""Semula bus melaju dari arah barat dan truk dari timur menuju ke barat.
Mendekati tempat kejadian karena jalan menikung truk melaju agak ke kanan,""
terang Irwan saat dihubungi

 Irwan menambahkan, karena jarak yang terlalu dekat maka benturan kedua
kendaraan tidak dapat terhindarkan. Kerasnya benturan membuat bus sampai
terperosok ke parit yang ada di sebelah kiri jalan.

 ""Diduga sang sopir truk ini hilang konsentrasi, sehingga kendaraannya terlalu
ke kanan dan saat jarak sudah dekat, sopir tidak bisa menghindar akhirnya
terjadilah benturan,"" urai Irwan.

 Akibat kejadian itu, seorang penumpang bus yang diketahui bernama Mulyani (37)
mengalami luka berat, dan meninggal dunia. Empat penumpang lainnya mengalami
luka yakni Baim (4), Sugiyono (59), Bagyo (60), dan Martini (53).

 ""Satu orang meninggal. Empat orang lainnya yang juga penumpang bus mengalami
luka-luka dan dilarikan ke rumah sakit,"" tuturnya.

 Saat ini, kata Irwan, pihaknya masih melakukan pemeriksaan terhadap pengemudi
dan para saksi terkait kecelakaan bus dan truk di Sambungmacan Sragen itu.

 "
"Begini Kondisi Bus TransJakarta Usai Tabrak Pembatas Jalan di Jaktim

","Jumat, 11 Feb 2022 12:47 WIB

","Begini Kondisi Bus TransJakarta Usai Tabrak Pembatas Jalan di Jaktim

\- Sebuah bus TransJakarta menabrak pembatas jalan di Jalan Raden Inten,
Jakarta Timur. Kecelakaan itu mengakibatkan bagian depan bus ringsek. Ini
fotonya.

 Sebuah bus TransJakarta mengalami kecelakaan tunggal di Jalan Raden Inten
Jakarta Timur, Jumat (11/2/2022).

 Kecelakaan bus TransJakarta terjadi tepatnya di dekat Halte TransJakarta Raden
Inten, Jaktim, pagi ini.

 Penyebab kecelakaan bus tersebut diduga karena pengemudi hilang kendali.

 Kasat Lantas Polres Jaktim, AKBP Edy Surasa mengatakan tidak ada korban jiwa
dalam kecelakaan tersebut.

 Sementara itu, diketahui bus TransJakarta itu tengah membawa penumpang dan
melaju di jalur busway dari arah utara ke selatan.

 Kecelakaan itu mengakibatkan bagian depan bus TransJakarta rusak berat. Kaca
bus juga terlihat pecah.

 Sementara rambu lalu lintas di lokasi juga roboh diduga akibat tertabrak bus
TransJakarta.

 Usai kecelakaan terjadi, bus pun dievakuasi.

 "
"Bus Tabrak 6 Mobil-2 Motor di Simpang Empat Ketandan Bantul

","Sabtu, 12 Feb 2022 06:43 WIB

","Bus Tabrak 6 Mobil-2 Motor di Simpang Empat Ketandan Bantul

Sebuah bus menabrak 6 mobil dan 2 motor di Jalan Ahmad Yani tepatnya di
simpang empat ring road Ketandan, Banguntapan, Bantul. Bus menabrak mobil dan
motor yang berhenti saat traffic light atau lampu bangjo menyala merah.

 Kapolsek Banguntapan Kompol Zaenal Supriyatna menjelaskan kecelakaan beruntun
itu berawal saat bus Mira dengan nomor polisi S 7262 US melaju dari arah
selatan ke utara Jumat (11/2) sekitar jam 23.00 WIB. Sesampainya di simpang
empat Ketandan, bus diduga kehilangan kendali dan semakin mendekati mobil
serta motor di depannya yang berhenti di simpang empat tersebut.

 ""Kemudian bus menabrak rombongan kendaraan yang sedang berhenti menunggu lampu
traffic menyala hijau,"" kata Zaenal kepada

 Zaenal menjelaskan, secara berurutan bus tersebut menabrak mobil Honda City
nomor polisi AB 1025 MQ, kemudian menabrak truk boks Mitsubishi nomor polisi
AD 1998 AU. Selanjutnya menabrak mobil Honda Brio nomor polisi AB 1726 DA,
kemudian menabrak mobil Toyota Avanza nomor polisi R 1807 BB.

 Selanjutnya bus menabrak mobil Mitsubishi Pajero nomor polisi AB 1050 RM,
kemudian menabrak mobil Mitsubishi Expander nomor polisi AB 1186 PX. Kendaraan
terdorong ke depan hingga menabrak motor Yamaha Mio nomor polisi AB 2586 KW
dan motor Honda Beat nomor polisi BM 6858 KQ.

 ""Sehingga terjadilah kecelakaan lalu lintas beruntun,"" ujarnya.

 "
"Duka PSI Kehilangan Fatimah di Insiden Camry Bareng AKP Novandi

","Rabu, 09 Feb 2022 21:43 WIB

","Duka PSI Kehilangan Fatimah di Insiden Camry Bareng AKP Novandi

Partai Solidaritas Indonesia (

 Fatimah teridentifikasi sebagai korban Camry maut berdasarkan properti yang
dipakai. Berdasarkan cincin yang ditemukan di lokasi kejadian, polisi
mengidentifikasi bahwa perempuan yang meninggal bersama AKP Novandi adalah
Fatimah.

 ""Jadi bisa dipastikan itu Fatimah, kader PSI,"" ujar Kabid Humas Polda Metro
Jaya Kombes Zulpan saat dihubungi

 Kombes Zulpan mengatakan jenazah Fatimah teridentifikasi dari hasil olah TKP
dan juga pemeriksaan tim forensik RS Polri. Jenazah Fatimah juga dikenali dari
beberapa ciri fisiknya. Salah satunya ada bekas luka operasi.

 ""Kemudian ada luka bekas operasi. Dia pernah operasi, ya itu Fatimah. Itu
sudah dipastikan Fatimah kader PSI,"" ujarnya.

 Zulpan menambahkan bahwa pihak keluarga Fatimah atau Sis Zahra sudah datang ke
RS Polri. ""Iya kan itu (keterangan soal) cincin dan bekas luka itu dari
keluarga,"" lanjutnya.

 Ketum PSI Giring Ganesha berdukacita atas meninggalnya Fatimah dalam
kecelakaan maut mobil Camry. Dalam unggahan di media sosialnya, Giring
mendoakan keluarga Fatimah tabah atas meninggalnya Fatimah.

 ""Turut berdukacita sedalam-dalamnya. Mewakili DPP @psi_id, saya H. Giring
Ganesha Djumaryo mendoakan agar almarhumah Sis Fatimah diterima di sisi Allah
SWT dan keluarga yang di tinggalkan diberikan ketabahan serta kesabaran,"" kata
Giring seperti dilihat, Rabu (9/2).

 Giring mendoakan agar kepergian Fatimah diberi kedamaian. Selain itu, Giring
mendoakan PSI Banjarmasin tetap bersemangat setelah ditinggalkan Fatimah.

 Juru bicara PSI Sigit Widodo mengatakan Fatimah kader yang aktif di DPD PSI
Banjarmasin. Fatimah merupakan kader PSI Banjarmasin yang baru pindah ke
Jakarta.

 

 "
"Pemotor ABG Hilang Kendali Tabrak Mobil-Trotoar di Bogor, Penumpang Tewas

","Kamis, 10 Feb 2022 10:46 WIB

","Pemotor ABG Hilang Kendali Tabrak Mobil-Trotoar di Bogor, Penumpang Tewas

Pengedara motor inisial GI (17) bersama penumpangnya berinisial IJ (16)
mengalami

 Insiden kecelakaan ini dibenarkan oleh Kanit Gakkum Satlantas Polres Bogor,
Ipda Angga Nugraha. Dia menyebut kecelakaan ini terjadi Kamis (10/2/2022) dini
hari, sekitar pukul 02.30 WIB.

 Saat itu GI (17) dan IJ tengah melintas menuju Jakarta tepatnya di Jalan Raya
Jakarta-Bogor. Setibanya di lokasi, GI tiba-tiba menabrak kendaraan minibus.

 ""Setibanya di (tempat kejadian perkara) TKP mendahului kendaraan minibus,
kemudian setang sepeda motor membentur bagian belakang minibus,"" kata Angga
dalam keterangannya.

 Usai menabrak bagian belakang mobil, pemotor oleng ke kanan dan membentur
trotoar pembatas jalan.

 ""Lalu dalam kecepatan tinggi hilang kendali oleng ke kanan. Kemudian membentur
trotoar pembatas jalan, sehingga terjadilah kecelakaan lalulintas,"" ucapnya.

 Imbas

 Pihak kepolisian kini tengah menyelidiki kecelakaan tersebut. Di antaranya
membuat laporan, melengkapi administrasi penyidikan, dan memeriksa saksi-saksi
di lokasi.

 "
"Sopir Wanita Salah Injak Pedal, Mobil Terjun dari Lantai 2

","Kamis, 10 Feb 2022 15:53 WIB

","Sopir Wanita Salah Injak Pedal, Mobil Terjun dari Lantai 2

Sebuah mobil terjun dari gedung parkir lantai dua. Penyebabnya, pengemudi
wanita berusia 22 tahun salah menginjak pedal, niatnya ngerem malah injak gas.

 Dilansir Cartoq, peristiwa itu terjadi di Mumbai, India. Saat itu, Wanita
berusia 22 tahun bernama Apeksha Mirani mencoba memarkir mobil Hyundai Verna
miliknya di tempat parkir gedung lantai dua.

 Nahas, dia mengaku kehilangan kendali atas mobilnya. Karena panik, Apeksha
malah menginjak pedal gas, bukan pedal rem. Alhasil, mobilnya menabrak dinding
kaca gedung dan mobil jatuh ke luar gedung.

 Mobil Hyundai Verna miliknya mendarat terbalik di lantai dasar. Mobilnya
hancur total dalam kecelakaan ini, namun Apeksha selamat dari kecelakaan. Ayah
Apeksha telah melaporkan kejadian tersebut ke kantor polisi terdekat. Tidak
ada korban yang terluka dalam kecelakaan itu.

 Kecelakaan akibat salah injak pedal sering kali terjadi. Niat hati pengemudi
mau menginjak rem, malah pedal gas yang diinjak. Alhasil, mobil tidak bisa
terkontrol dan kecelakaan tak terhindarkan.

 Menurut Director Training Safety Defensive Consultant Indonesia (SDCI), Sony
Susmana, mobil yang tiba-tiba menyeruduk pasti pengemudinya salah menempatkan
kaki dan tidak paham pedal apa yang diinjak. Dia memberikan tips agar
pengendara tidak salah menginjak pedal., yaitu dengan memosisikan kaki dengan
tepat saat nyetir.

 ""Jadi yang benar adalah tumit kaki kanan ada di depan pedal rem, ketika
menginjak pedal gas tumit tidak berpindah, tapi ujung kaki (bagian jari) depan
nyerong ke kanan (untuk menyentuh pedal gas agar mobil melaju),"" kata Sony.

 Menurutnya, saat nyetir sebaiknya tumit kaki bertumpu pada lantai mobil dan
tidak bergeser. Yang fleksibel hanya ujung kaki bagian jari yang berpindah
dari pedal gas ke pedal rem.

 ""Biasakan seperti itu, jadi ngegasnya ada rasa susah dan perlahan, tapi saat
ngerem lebih sempurna posisi kakinya. Ingat! Tumit tidak boleh berpindah-
pindah ke depan pedal yang akan diinjak. Tumit bertumpu di dak/lantai,"" tegas
Sony.

 Menurut Sony, teknik mengemudi seperti ini berlaku untuk menyetir mobil
bertransmisi manual maupun otomatis.

 ""Posisi tumit kaki kanan menempel di lantai dan tetap di depan pedal rem, apa
pun sistem transmisinya. Bukan berarti kalau matic ngeremnya pakai kaki kiri
lho,"" ujar Sony.

 "
"Detik-detik Kecelakaan 3 Kendaraan di Jepara Terekam CCTV

","Kamis, 10 Feb 2022 18:39 WIB

","Detik-detik Kecelakaan 3 Kendaraan di Jepara Terekam CCTV

Detik-detik kecelakaan melibatkan tiga kendaraan di Kabupaten Jepara, Jawa
Tengah, terekam kamera CCTV. Dua orang mengalami luka-luka akibat kecelakaan
tersebut.

 Video detik-detik kecelakaan tersebut seperti diunggah akun Instagram media
informasi kota Jepara. Video yang beredar berdurasi 28 detik.

 Terlihat awalnya ada sebuah bus oleng ke kanan dan menabrak pemotor dan sebuah
minibus. Terlibat pengendara motor dan pembonceng motor terpental akibat
tertabrak bus tersebut. Sedangkan minibus tampak masuk di sebuah sungai kecil.

 Pada unggahan itu dituliskan tentang detik-detik laka di jalan Jepara-Bangsri.
Postingan itu sudah mendapatkan ratusan kali tayang dan sejumlah komentar.

 ""

 Terpisah, saat dimintai konfirmasi, Kasat Lantas Polres Jepara AKP Doddy
Triantoro membenarkan kecelakaan yang terekam kamera CCTV tersebut. Kecelakaan
itu terjadi pukul 10.45 WIB tadi.

 ""Betul kejadian pada Kamis (10/2) pukul 10.45 WIB di jalan raya Jepara-Bangsri
tepatnya Desa Sekuro Kecamatan Mlonggo,"" kata Doddy kepada

 Doddy mengatakan ada tiga kendaraan yang terlibat dalam kecelakaan tersebut.
Kendaraan yang terlibat kecelakaan yakni bus berpelat nomor K 7057 OA dengan
sepeda motor tanpa pelat nomor dan mobil berpelat nomor K 8717 H.

 ""Akibatnya dua orang pengendara motor dan pemboncengnya mengalami luka,""
jelasnya.

 Dia mengatakan kecelakaan tersebut bermula saat ada bus yang berjalan dari
barat ke timur di jalan Jepara-Bangsri. Tiba-tiba bus tersebut oleh ke kanan
dan menabrak motor dan minibus yang berjalan berlawanan arah.

 ""Kejadian bermula saat bus berjalan dari arah Jepara-Bangsri dari barat ke
timur dengan kecepatan sedang. Sesampainya di lokasi kejadian tiba-tiba bus
itu hilang kendali berjalan oleng ke kanan kemudian menabrak sepeda motor
tanpa pelat nomor dan mobil yang berjalan dari berlawanan arah dari timur ke
barat,"" terang Doddy.

 "
"Penyebab Bus TransJ Tabrak Trotoar di Jaktim: Sopir Hilang Kendali

","Jumat, 11 Feb 2022 10:05 WIB

","Penyebab Bus TransJ Tabrak Trotoar di Jaktim: Sopir Hilang Kendali

Sebuah bus

 ""(Penyebab kecelakaan)

 Edy mengatakan bus tersebut kini tengah dalam proses evakuasi. Menurutnya, bus
TransJakarta itu bakal diderek dari lokasi.

 ""Mau dibawa

 Diberitakan sebelumnya, sebuah bus TransJakarta mengalami kecelakaan tunggal
di Jalan Raden Inten, Jakarta Timur (Jaktim). Bus TransJakarta

 ""Iya, itu naik ke trotoar,

 Edy mengatakan tidak ada korban jiwa dalam kecelakaan tersebut. Saat
kecelakaan, bus TransJakarta itu tengah membawa penumpang dan melaju di jalur

 ""Enggak ada korban,"" ucap Edy.

 Berdasarkan foto yang beredar, bus TransJakarta yang mengalami kecelakaan itu
naik ke trotoar jalan. Bus itu tampak menabrak pagar besi.

 Akibatnya, bus tersebut mengalami kerusakan di bagian depan. Kaca bus juga
terlihat pecah. Sementara rambu lalu lintas di lokasi juga roboh diduga akibat
tertabrak bus TransJakarta.

 "
"Pelajaran dari Kecelakaan Camry: Bantu Korban yang Mobilnya Terbakar, Pecahkan
Kaca Jika Perlu

","Kamis, 10 Feb 2022 17:26 WIB

","Pelajaran dari Kecelakaan Camry: Bantu Korban yang Mobilnya Terbakar, Pecahkan
Kaca Jika Perlu

Kecelakaan tragis terjadi di Senen, Jakarta Pusat. Sebuah Toyota Camry
menabrak separator busway dan terbakar.

 Korbannya adalah Putra Gubernur Kalimantan Utara Zainal Arifin Paliwang, AKP
Novandi Arya Kharisma dan Fatimah, kader PSI yang akrab disapa Sis Zahra.
Mobil Camry yang ditumpangi keduanya terbakar hingga menewaskan kedua korban
tersebut.

 Kecelakaan tersebut terjadi pada Senin (7/2) sekitar pukul 00.30 WIB. Mobil
Toyota Camry B-1102-NDY dikemudikan kader PSI yang akrab disapa Sis Zahra itu
awalnya melaju dari arah Selatan ke Utara.

 Sesampai di Jl Raya Pasar Senen, tepatnya seberang terminal bus Senen, mobil
menabrak separator busway. Tidak lama kemudian percikan api keluar hingga
menghanguskan mobil dan menewaskan keduanya.

 Dirlantas Polda Metro Jaya Kombes Sambodo Purnomo Yogo mengungkapkan penyebab
AKP Novandi Arya Kharisma dan Sis Zahra terjebak di dalam Camry yang terbakar
itu. Kondisi keduanya pingsan dan kaki patah sehingga AKP Novandi dan Fatimah
kader PSI itu tidak dapat terselamatkan warga.

 ""Ada pertanyaan kenapa kedua korban tidak bisa keluar dari mobil? Karena
posisi kakinya patah dan dalam keadaan pingsan, baik pengemudi maupun si
korban. Makanya, mereka keduanya ini tak bisa keluar dari mobil,"" kata Sambodo
kepada wartawan di Jakarta Selatan, Rabu (8/2/2022).

 Sambodo mengatakan warga di lokasi kejadian berusaha memberikan pertolongan
kepada AKP Novandi Arya Kharisma dan Fatimah kader PSI. Namun, percikan api
dari mobil membuat warga tidak berani mendekat. Warga juga tidak berani
mendekat ke mobil Camry karena khawatir terjadi ledakan.

 ""Akhirnya masyarakat yang tadinya mau menolong kemudian mundur, takut terjadi
ledakan di mobil tersebut,"" lanjutnya.

 Director Training Safety Defensive Consultant Indonesia (SDCI), Sony Susmana,
mengatakan, memang sulit memadamkan mobil yang terbakar tanpa alat pemadam api
(APAR). Karenanya, disarankan setiap pengendara membawa APAR untuk jaga-jaga
jika terjadi kebakaran.

 ""Ketika api datang dari arah depan sebenarnya tidak ujug-ujug (tiba-tiba)
besar, ada waktu 10-30 detik untuk evakuasi yang bisa dilakukan
pengemudi/penumpang dan pihak lain,"" katan Sony kepada detikcom, Kamis
(10/2/2022).

 ""Jangan ragu untuk mengevakuasi. Cari pintu yang mudah terbuka dan jauh dari
api, pecahkan kaca apabila perlu. Keluarkan para penumpang dngan cara menarik
bertumpu pada bahu kiri-kanan,"" sarannya.

 Sementara itu, Sony menilai mobil yang kecelakaan bisa terbakar karena ada
pemicunya. Adapun pemicu kebakaran adalah percikan api, bahan bakar serta
oksigen.

 ""(Pemicunya) misalnya accu yang terganggu, kabel yang terkelupas dan lain-lain
akibat benturan,"" kata dia.

 "
"Kecelakaan Maut di Warugunung Surabaya yang Tewaskan 2 Orang

","Rabu, 09 Feb 2022 08:54 WIB

","Kecelakaan Maut di Warugunung Surabaya yang Tewaskan 2 Orang

Kecelakaan terjadi sekitar pukul 11.49 WIB dan melibatkan sejumlah kendaraan.
Kanit Laka Lantas Polrestabes Surabaya Iptu Haerul Anwar mengatakan, truk
bernopol L 9655 UX dikemudikan oleh Mozaki. Truk melaju dari arah timur ke
barat. Atau dari Surabaya ke Gresik.

 Mozaki dinilai kurang konsentrasi, sehingga saat sampai TKP terlibat
kecelakaan dengan truk bernopol L 8167 WK yang melaju dari arah berlawanan.

 Kemudian truk bernopol L 8167 WK terdorong ke belakang dan terjadi kecelakaan
dengan sepeda motor bernopol L 4467 ID dan motor bernopol L 2787 GQ. Lalu,
truk bernopol L 9655 UX banting setir ke kiri menabrak motor bernopol W 2245
YG yang juga melaju dari arah barat ke timur.

 Anggota Unit Lantas Polsek Karangpilang, Aipda Ferry Kristianto menambahkan,
dua orang yang tewas yakni pengendara motor bernopol L 4467 ID. Mereka
meninggal di lokasi. Mereka berjenis kelamin perempuan dan laki-laki.
Sedangkan korban yang luka-luka yakni pengendara motor bernopol L 2787 GQ dan
W 2245 YG.

 ""Truk putih (bermuatan besi arah Gresik-Surabaya) berhenti di depan pabrik.
Truk dari arah Surabaya-Gresik oleng ke kanan. Korban meninggal dunia dua.
Selamat dua,"" kata Ferry kepada wartawan, Selasa (8/2/2022).

 Salah seorang warga, Choirul mengaku berada di dalam rumah saat kecelakaan
terjadi. Namun ia mendengar suara benturan keras dari Jalan Mastrip.

 ""Di dalam terdengar suara keras antara bak dan ada suara duorr, kemudian
orang-orang keluar. Kemudian ada abu warna kuning muatan truk jadi tidak
terlihat,"" kata Choirul.

 1\. Adhia Regita Chinta (21). Ia pengendara motor bernopol W 2245 YG, warga
Taman, Sidoarjo. Jari kelingking tangan kirinya patah

 "
"Cari Tahu Perjalanan AKP Novandi-Sis Zahra Sebelum Kecelakaan, Polisi Cek CCTV

","Rabu, 09 Feb 2022 16:31 WIB

","Cari Tahu Perjalanan AKP Novandi-Sis Zahra Sebelum Kecelakaan, Polisi Cek CCTV

Polisi masih menyelidiki perjalanan

 ""Nanti berdasarkan CCTV kalau ada, kami sedang mencari pemeriksaan di e-TLE,""
ujar Dirlantas Polda Metro Jaya Kombes Sambodo Purnomo Yogo kepada wartawan,
Rabu (9/2/2022).

 Sambodo mengatakan pihaknya juga akan menggunakan kamera e-TLE guna mengetahui
siapa yang mengemudikan sedan Camry B-1102-NDY saat kecelakaan terjadi.

 ""Siapa tahu melintas di lokasi e-TLE bisa ter-

 Lebih lanjut, Sambodo menyebut penyelidikan akan terus dilaksanakan. Sebab,
pihaknya masih menelusuri bagaimana kronologi kejadian sebelum dan sesudah
kecelakaan tersebut terjadi.

 ""Nanti kita melaksanakan penyelidikan bagaimana sebelum sesaat dan sesudah
kejadian. Jadi kita ketahui dulu nih nanti setelah itu baru kita tanya saksi
tanya keluarga tanya teman-temannya dari mana,"" pungkasnya.

 AKP Novandi Arya Kharisma dan Fatimah Az Zahra teridentifikasi sebagai korban
tewas dalam kecelakaan sedan di Senen, Jakarta Pusat. Polisi menduga
kecelakaan terjadi karena pengemudi kurang hati-hati.

 ""Diduga karena kurang hati-hati sehingga menabrak separator dan akibatnya
timbul percikan api dan yang menyebabkan timbulnya kebakaran tersebut,"" imbuh
Sambodo.

 Sambodo menyebutkan saksi di sekitar lokasi kecelakaan sempat mencoba menolong
AKP Novandi Arya Kharisma dan Sis Zahra ini. Namun, api yang membakar sedan
milik Sis Zahra itu membuat saksi takut mendekat.

 ""Saksi mata menyebut warga berusaha menolong mengeluarkan korban dari mobil.
Tapi kemudian ada percikan api, warga menjauh karena takut ada ledakan,"" ucap
Sambodo.

 Sambodo mengatakan pihaknya akan melibatkan tim

 Lebih lanjut Sambodo mengungkapkan pihaknya akan melakukan gelar perkara kasus
kecelakaan ini. Besar kemungkinan kasus ini dihentikan penyidikannya,
mengingat pengemudi yang berpotensi sebagai tersangka tewas dalam kecelakaan
itu.

 "
"Mabuk, Sopir Truk Tabrak Puluhan Mobil di Jerman

","Rabu, 09 Feb 2022 18:43 WIB

","Mabuk, Sopir Truk Tabrak Puluhan Mobil di Jerman

Seorang sopir truk yang ada di bawah pengaruh alkohol menabrak lebih dari 30
mobil di Bavaria,

 Seperti dilansir

 Dituturkan kepolisian kota Fuerth dalam pernyataannya bahwa sopir truk berusia
50 tahun itu 'melanggar lampu merah dan menabrak sebuah mobil penumpang di
persimpangan'. Seorang pengemudi wanita mengalami luka serius.

 Tanpa menghentikan laju usai tabrakan pertama, sopir truk yang disebut berasal
dari Turki itu 'menabrak beberapa mobil yang diparkir'.

 Sejumlah mobil itu terdorong di depan truk yang terus melaju hingga akhirnya
menabrak dinding rumah warga setempat,

 Usai kecelakaan itu terjadi, truk tersebut dan beberapa mobil serta bagian
depan salah satu rumah kemudian terbakar. Petugas pemadam kebakaran setempat
untungnya berhasil memadamkan api dan mengevakuasi penghuni rumah.

 Dilaporkan bahwa sopir truk dan seorang pejalan kaki mengalami luka serius.
Total tiga orang, termasuk sopir truk, mengalami luka-luka dalam insiden ini.

 

 "
"Melihat Lokasi Kecelakaan Camry yang Tewaskan AKP Novandi di Senen

","Rabu, 09 Feb 2022 13:46 WIB

","Melihat Lokasi Kecelakaan Camry yang Tewaskan AKP Novandi di Senen

\- Kecelakaan tragis menimpa AKP Novandi Arya Kharizma (31). Mobil sedan yang
ditumpanginya menabrak separator busway hingga terbakar di kawasan Senen.

 Kecelakaan tragis menimpa AKP Novandi Arya Kharizma (31), putra Gubernur
Kalimantan Utara (Kaltara) Zainal A Paliwang. Mobil sedan yang ditumpanginya
menabrak separator busway hingga terbakar. Foto: Istimewa.

 Kecelakaan maut menimpa mobil Toyota Camry bernopol B-1102-NDY di Jl Raya
Senen, Jakarta Pusat, atau tepatnya di seberang terminal bus Pasar Senen,
menewaskan dua orang. Kedua korban tewas setelah mobil tersebut menabrak
separator busway hingga terbakar. Foto: Tangkapan Layar GoogleMaps.

 Kedua korban tewas adalah seorang laki-laki dan seorang perempuan. Identitas
korban laki-laki adalah AKP Novandi Arya Kharizma (31), putra Gubernur
Kalimantan Utara (Kaltara) Zainal A Paliwang. Informasi ini disampaikan pihak
Polda Kalimantan Timur. Sementara korban perempuan yang tewas bersama AKP
Novandi hingga kini masih misterius. Polisi belum berhasil mengidentifikasi
korban perempuan tersebut. Foto: Tangkapan Layar GoogleMaps.

 Meski salah satu korban tewas telah teridentifikasi atas nama Novandi, namun
polisi belum mengetahui siapa pengemudi mobil tersebut. Polisi akan mencari
tahu lewat rekaman CCTV di lokasi. Selain itu, Polda Metro Jaya juga akan
menggunakan teknologi e-TLE untuk mengetahui lebih lanjut terkait siapa
pengemudi mobil tersebut. Foto: Tangkapan Layar GoogleMaps.

 Hasil olah TKP, dugaan awal kebakaran terjadi akibat benturan dengan
separator. Direktur Lalu Lintas Polda Metro Jaya Kombes Sambodo Purnomo Yogo,
juga menduga mobil melaju dengan kecepatan tinggi. Foto: Tangkapan Layar
GoogleMaps.

 Meski begitu, Sambodo mengatakan pihaknya masih menyelidiki lebih lanjut
terkait penyebab terbakarnya sedang Camry tersebut. Foto: Istimewa.

 "
"Awal Mula PSI Tahu Fatimah Jadi Korban Tewas Kecelakaan Camry di Jakarta

","Rabu, 09 Feb 2022 14:13 WIB

","Awal Mula PSI Tahu Fatimah Jadi Korban Tewas Kecelakaan Camry di Jakarta

Ketua DPD

 ""Pada saat kita mengucapkan belasungkawa itu kita tahu dari story adiknya. Kan
yang teridentifikasi duluan kan jenazahnya Zahra ini. Di story adiknya, saya
pastiin dulu setelah dapat kiriman SIM (Surat Izin Mengemudi) Fatimah kan
Zahra panggilan kita aja,"" kata Antung saat dihubungi, Rabu (9/2/2022).

 ""Saya pastiin ini kayaknya Zahra beneran, saya pastiin lagi ke temen-temennya
di Jakarta ternyata memang benar, adiknya sudah ke sana ke rumah sakit,""
lanjutnya.

 Antung menuturkan awalnya adik Fatimah menyampaikan keresahan melalui status
Instagram terkait keberadaan kakaknya yang tidak ada kabar. Hingga akhirnya
kata Antung, adik Fatimah mengunggah status lagi mengabarkan kakaknya
meninggal dunia.

 ""Jadi gini, story nya itu pertamanya dia harap-harap cemas, si Zahra ini nggak
ada kabar segala macam, mungkin ada berita mobil sedan yang kecelakaan
tunggal. Setelah itu berlanjut lagi storynya yang akhirnya memang ada story
'kakak kenapa secepat ini saya masih nggak percaya', ini ... ini ... ini,""
ujarnya.

 Antung tidak mengetahui pasti apakah keluarga Fatimah mengetahui jika
almarhumah sedang berada di dalam mobil Camry B-1102-NDY yang ditumpangi
bersama AKP Novandi Arya Kharisma. Dia mengatakan adik Fatimah tinggal di
Tangerang, sementara kakanya di Jakarta.

 ""Kurang tahu kalau untuk yang itunya. Tapi dikabarin Zahranya dari adiknya
mungkin kalau dilihat dari story itu kok nggak aktif. Setahu saya adiknya di
Tangerang kalau si Zahra di Jakarta,"" ucapnya.

 Sebelumnya, polisi telah mengidentifikasi korban perempuan yang tewas bersama
putra Gubernur Kaltara Zainal A Paliwang, AKP Novandi Arya Kharisma, dalam
mobil Camry B-1102-NDY. Korban diketahui bernama Fatimah, yang merupakan kader
PSI.

 ""Jadi bisa dipastikan itu Fatimah, kader PSI,"" ujar Kabid Humas Polda Metro
Jaya Kombes Zulpan saat dihubungi detikcom, Rabu (9/2).

 Zulpan mengatakan jenazah Fatimah teridentifikasi dari pengenalan properti
yang melekat pada jenazah. Selain itu, ada beberapa tanda pada jenazah korban
yang dikenali oleh pihak keluarga.

 "
"Jembatan Ngantru Ngawi Retak dan Ambles Tertabrak Truk Tak Kuat Nanjak

","Rabu, 09 Feb 2022 10:48 WIB

","Jembatan Ngantru Ngawi Retak dan Ambles Tertabrak Truk Tak Kuat Nanjak

""Betul

 Kecelakaan tersebut, kata Imam, terjadi sekitar pukul 00.30 WIB. Diduga karena
tidak kuat menanjak di jembatan, lanjut Imam, truk yang dikemudikan oleh
Chusnul Adnan (35) warga Tuban, mundur hingga menabrak pembatas jembatan.

 ""Diduga karena tidak kuat menanjak, truk yang membawa semen mundur dan
menabrak pembatas jembatan,"" kata Imam

 Imam mengatakan akibat kecelakaan tersebut mengakibatkan jembatan mengalami
keretakan dan tanahnya ambles. Tidak ada korban dalam insiden tersebut.

 ""Kondisi

 Imam menambahkan kecelakaan bermula saat truk muatan semen melaju dari utara
ke selatan atau dari Bojonegoro ke Ngawi. Saat di lokasi jembatan yang
menanjak, truk tiba-tiba tidak kuat dan mundur.

 ""Penyebabnya karena tidak kuat menanjak dan kendaraan mundur,"" tandasnya.

 "
